"AreaSuburban","AreaUrban","Children","Age","MaritalMarried","MaritalNever Married","MaritalSeparated","MaritalWidowed","GenderMale","GenderNonbinary","ChurnYes","Outage_sec_perweek","Email","Contacts","Yearly_equip_failure","TechieYes","ContractOne year","ContractTwo Year","Port_modemYes","TabletYes","InternetServiceFiber Optic","InternetServiceNone","PhoneYes","MultipleYes","OnlineSecurityYes","OnlineBackupYes","DeviceProtectionYes","TechSupportYes","StreamingTVYes","StreamingMoviesYes","PaperlessBillingYes","PaymentMethodCredit Card (automatic)","PaymentMethodElectronic Check","PaymentMethodMailed Check","Tenure","MonthlyCharge","Bandwidth_GB_Year","TimelyResponse","TimelyFixes","TimelyReplacements","Reliability","Options","RespectfulResponse","CourteousExchange","ActiveListening"
0,1,0,36,0,0,0,0,0,0,0,6.332682,11,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,8.686291,162.4689,992.4258553,4,4,3,3,5,3,4,3
0,1,1,64,1,0,0,0,1,0,0,12.17642,16,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,6.994401,147.4738,814.9942633,3,4,3,4,4,4,5,3
1,0,3,57,1,0,0,0,0,0,0,8.318932,9,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,6.597117,142.4526,1384.04032,3,2,2,3,4,2,2,3
0,0,0,75,0,0,1,0,1,0,1,10.20829,13,1,2,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,2.696846,232.6228,808.114485,2,3,3,4,3,2,2,3
0,1,1,46,0,0,0,0,0,0,1,7.545931,12,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,20.52701,164.9853,2563.027756,4,6,4,2,5,3,3,3
1,0,0,82,0,0,1,0,1,0,1,11.72484,13,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,6.135015,194.9581,877.3671989,4,3,3,3,4,3,3,4
1,0,1,70,0,0,0,1,1,0,0,6.973723,18,2,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,8.91671,179.9794,1024.783162,4,4,4,3,2,4,5,4
0,0,3,61,0,1,0,0,1,0,0,14.93812,9,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,4.197945,112.4844,550.0787433,3,4,4,3,3,4,5,4
1,0,1,51,0,0,0,1,0,0,0,6.828347,13,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,19.39483,172.4624,1955.226259,2,2,2,5,2,4,4,4
1,0,1,67,0,0,0,1,0,0,0,10.25342,9,2,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,11.54316,140.0013,1562.246266,3,4,3,5,3,3,4,4
1,0,4,25,0,1,0,0,0,0,0,13.7903,7,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,9.900255,127.5067,1195.35168,2,2,1,4,2,4,1,2
1,0,3,56,0,0,0,0,0,0,1,11.20268,12,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,8.004483,265.1283,1422.55591,6,6,5,3,4,3,4,6
1,0,3,19,0,0,0,1,1,0,0,7.65807,14,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,2.63695,137.4686,657.1195012,3,2,3,4,4,4,4,3
0,0,3,71,0,0,0,0,1,0,0,6.157922,13,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,9.309073,127.4783,1424.784732,4,4,4,3,4,3,4,3
0,0,0,65,1,0,0,0,1,0,0,12.86848,10,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,8.268405,152.4884,1039.380833,1,2,2,4,3,1,3,4
0,1,3,66,0,1,0,0,0,0,1,9.186491,9,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,9.035721,169.9671,1101.466816,5,4,5,3,5,5,3,3
0,0,1,29,0,1,0,0,1,0,1,9.051903,16,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,7.989206,197.5169,1322.416264,3,3,4,4,3,4,4,4
0,1,1,20,0,1,0,0,1,0,0,8.081801,11,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,61.5999,169.9671,5579.99579,4,5,5,3,2,4,3,3
1,0,0,42,1,0,0,0,0,0,0,15.05851,13,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,38.69991,162.4538,3878.380326,3,3,3,3,4,4,4,3
0,1,7,44,0,1,0,0,1,0,0,3.925298,6,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,63.77246,149.9845,5877.226772,5,5,4,3,4,3,4,5
1,0,0,78,0,0,0,0,1,0,0,3.191798,11,0,2,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,50.73425,142.5007,4815.278288,3,3,3,3,3,3,3,4
0,0,3,46,0,0,0,1,0,0,0,10.91065,13,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,71.66705,152.4555,6715.662535,4,3,5,3,2,3,4,6
0,0,0,56,0,1,0,0,0,0,0,10.30393,9,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,68.7729,159.9476,6256.139215,3,3,4,3,3,2,4,3
0,0,0,53,0,0,0,1,0,0,0,11.6702,14,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,66.77924,194.9525,6200.93166,5,5,5,3,3,4,4,5
0,0,1,28,0,0,0,1,0,0,0,4.592344,11,1,2,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,67.11782,137.4616,5851.65666,3,3,3,3,3,3,3,3
1,0,5,56,0,0,0,1,0,0,0,9.35689,10,2,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,64.01205,175.1331,5832.1205,4,4,4,3,5,3,5,4
0,0,1,28,0,0,0,0,0,0,0,14.45756,17,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,44.98551,207.4974,4180.815992,4,4,4,5,3,3,2,4
0,0,2,66,0,1,0,0,0,0,0,15.95744,11,3,2,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,70.79968,212.6228,6845.831296,3,4,4,4,3,4,2,4
0,1,2,22,1,0,0,0,0,1,0,11.62695,13,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,64.30623,267.6647,6072.907276,3,3,2,3,4,5,3,2
0,0,1,19,0,0,0,1,1,0,0,8.347242,13,3,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,64.01652,255.1555,6110.01152,3,4,4,1,5,3,4,1
1,0,0,48,0,1,0,0,1,0,0,16.53335,11,3,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,71.53343,235.1591,6532.437967,2,4,3,4,4,2,3,5
0,0,1,42,0,0,1,0,1,0,0,6.776195,13,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,56.23842,184.9634,5568.099221,3,3,4,3,3,4,4,3
0,1,3,69,0,0,1,0,0,0,0,13.44801,12,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,64.09564,287.6427,5990.18794,3,4,4,6,2,3,5,4
0,1,2,88,0,0,0,0,1,0,0,7.02401,18,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,58.75447,190.127,5739.806189,4,5,5,3,4,5,3,3
1,0,8,32,0,0,0,0,1,0,0,9.354827,13,2,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,57.84605,127.4601,5634.748909,3,4,4,4,4,4,3,2
0,1,1,56,0,1,0,0,1,0,0,9.311366,13,2,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,61.79462,147.4421,5311.978852,4,4,3,3,4,4,3,2
0,0,4,52,0,0,0,0,0,1,0,7.665977,9,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,48.1707,152.4952,4367.397207,3,3,2,3,4,3,3,6
1,0,1,59,1,0,0,0,1,0,0,6.291111,12,2,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,51.31462,257.6375,5364.761472,4,3,4,2,4,2,3,1
0,1,0,45,1,0,0,0,1,0,0,10.73533,15,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,67.04233,184.9785,6001.584896,4,4,4,3,4,4,3,4
0,1,1,63,0,0,1,0,0,0,0,7.709723,8,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,49.50734,217.4702,4445.416771,4,5,4,3,3,4,5,4
0,0,0,24,0,1,0,0,0,0,0,16.12607,15,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,53.40027,149.9483,4656.466477,3,3,3,5,3,4,5,5
0,1,3,42,0,1,0,0,0,0,0,12.9493,8,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,54.55822,235.1372,5638.778543,3,4,3,4,4,3,3,3
0,0,6,82,0,0,1,0,0,0,0,5.397724,11,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,60.94251,149.9621,5349.831255,4,4,3,4,5,3,4,3
1,0,2,84,0,1,0,0,0,0,0,8.245283,13,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,69.91306,172.4885,6343.107984,4,5,7,4,1,4,6,3
1,0,4,68,0,1,0,0,0,0,0,10.08782,9,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,56.12834,147.4783,4805.894692,1,1,2,5,3,3,3,3
1,0,0,45,0,0,0,1,1,0,0,5.761471,9,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,58.89846,129.9621,5579.495808,4,4,4,5,2,4,6,5
0,1,1,44,0,0,0,1,1,0,0,14.32986,10,2,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,60.28236,147.4738,5246.867359,4,5,4,4,4,4,5,5
0,1,3,43,0,0,0,1,0,0,0,8.806253,11,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,70.99222,159.9476,6572.961443,3,4,2,3,5,3,3,4
0,1,2,21,1,0,0,0,0,0,0,9.169596,9,2,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,50.69979,172.4567,4955.912119,3,3,4,3,4,3,4,3
0,1,0,19,0,0,0,0,0,0,0,8.445707,13,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,71.84774,130.0064,6304.298349,4,4,4,4,6,2,3,3
0,0,0,69,0,1,0,0,1,0,0,7.407723,15,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,58.04171,149.9447,5417.412777,4,2,4,1,5,2,4,2
1,0,7,46,0,1,0,0,0,0,0,6.213658,9,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,66.76084,162.5007,5953.091281,4,4,4,5,2,5,6,4
0,0,4,86,0,1,0,0,0,0,0,11.1117,6,3,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,44.25204,182.4608,3965.422778,4,3,3,4,1,3,4,3
1,0,2,26,0,1,0,0,1,0,0,9.519547,11,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,54.83336,252.624,5209.371279,2,3,3,4,2,4,6,5
1,0,2,71,1,0,0,0,0,0,0,8.879706,11,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,54.0433,265.1283,5114.91266,4,4,4,4,3,5,5,2
0,1,2,82,0,0,1,0,1,0,0,12.08807,15,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,67.49846,252.624,6063.51865,5,4,5,5,4,5,4,4
0,0,1,73,1,0,0,0,0,1,0,8.759467,13,2,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,68.3703,169.9378,5802.915462,4,4,5,3,3,6,5,2
0,0,10,59,1,0,0,0,1,0,0,10.83426,13,2,2,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,60.16962,139.9816,5626.09355,4,4,4,3,3,3,4,3
0,0,0,53,0,0,1,0,0,0,1,7.827218,12,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,37.45999,210.1051,4019.898568,3,3,4,3,3,3,3,2
0,0,9,57,1,0,0,0,1,0,0,14.07713,18,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,59.99095,147.4421,5407.188993,3,4,3,2,4,3,3,2
0,1,2,64,0,0,0,1,0,0,0,13.55014,9,3,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,53.91548,192.4705,4745.745988,5,4,4,3,4,4,3,4
0,1,4,74,0,0,0,1,0,0,0,12.06297,14,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,69.03829,114.9509,6204.366661,4,5,4,3,3,3,5,4
1,0,2,80,0,0,1,0,0,0,0,10.34145,9,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,56.90852,149.989,4928.588057,4,3,2,2,5,1,3,2
1,0,1,40,0,0,1,0,0,0,0,9.048196,14,2,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,60.55602,149.9707,5278.976104,3,4,4,4,3,3,4,3
0,1,1,28,0,1,0,0,1,0,0,12.84371,14,2,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,70.25821,152.4579,6690.800209,4,2,3,4,3,3,4,5
1,0,0,86,0,0,0,1,1,0,0,9.35316,13,3,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,61.62973,167.4564,5175.585295,4,4,3,5,2,4,5,4
0,1,4,58,0,0,0,1,0,0,0,9.329606,15,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,65.36022,142.4713,6146.743893,5,5,4,3,3,3,3,4
1,0,2,27,0,0,0,1,1,0,0,8.241226,15,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,65.66869,169.9928,5757.017238,3,2,3,5,2,4,5,5
0,0,2,89,0,0,1,0,0,0,0,12.82879,14,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,66.91884,172.4742,5661.61911,5,4,4,2,4,4,5,5
0,0,0,57,0,0,1,0,1,0,0,14.12367,11,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,63.77494,124.9643,5284.821838,5,4,4,4,4,5,4,4
0,1,2,44,0,0,0,1,0,0,0,7.268816,9,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,44.23945,102.4746,3795.698707,3,4,2,5,3,3,2,4
0,1,1,19,0,1,0,0,1,0,0,9.262983,13,2,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,45.03776,172.4733,4231.43285,3,4,4,2,4,4,4,3
1,0,5,21,0,0,1,0,1,0,0,13.39688,10,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,56.98256,92.48802,5000.223337,3,4,2,2,4,3,3,4
0,0,3,31,0,1,0,0,1,0,0,11.05776,13,0,2,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,69.49722,194.9699,6270.108334,2,2,1,4,2,4,3,3
0,0,9,41,0,1,0,0,1,0,0,3.181208,9,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,67.429,137.4686,6078.61865,4,5,4,3,4,4,4,4
0,1,0,33,0,0,0,0,1,0,0,8.39826,12,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,64.13229,210.1051,6317.996068,5,3,5,2,5,3,4,3
0,1,1,66,0,0,0,1,1,0,0,8.173983,11,2,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,52.61696,142.4713,5031.059535,2,2,2,4,5,1,3,2
1,0,1,68,0,0,0,1,0,0,0,8.760586,11,2,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,58.42415,159.9512,4918.504071,4,5,4,4,4,4,2,4
0,0,3,74,0,0,1,0,0,0,0,7.782504,10,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,54.58835,169.9378,4735.770641,3,2,5,3,3,4,3,5
0,0,2,88,0,0,0,0,0,0,0,14.46971,12,2,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,67.34157,149.9621,5731.345598,5,5,4,3,4,3,4,5
0,0,1,75,0,1,0,0,0,0,0,7.352787,14,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,52.42146,182.4676,4592.61237,3,4,4,3,4,2,3,2
1,0,0,28,0,1,0,0,1,0,0,3.116499,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,67.05213,222.6326,6626.798645,4,4,6,4,2,5,4,5
0,0,0,30,0,0,0,0,1,0,0,4.455634,13,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,59.02827,207.6386,5474.08598,2,3,2,3,5,2,1,4
1,0,3,70,0,0,0,0,1,0,0,9.593769,11,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,67.97593,142.4827,6407.974398,5,4,4,5,3,5,4,6
1,0,0,50,0,1,0,0,0,0,0,13.50422,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,68.72852,139.9512,6204.546376,3,3,3,4,3,2,3,4
1,0,0,50,0,0,1,0,1,0,0,8.674461,11,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,50.93618,142.4689,4904.169797,3,2,2,4,3,3,3,4
1,0,0,81,0,0,1,0,0,0,0,6.47772,13,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,53.45259,172.4705,5004.005579,3,3,3,3,4,3,4,4
0,0,3,19,0,0,0,0,1,0,0,11.16153,11,2,2,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,63.2816,172.4624,5764.752948,5,5,3,3,3,4,3,4
0,0,5,89,0,0,0,0,0,0,0,10.52149,9,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,63.38899,152.4624,5972.05769,3,3,4,5,3,4,3,6
0,1,2,53,0,0,0,0,1,0,0,7.889969,10,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,68.14471,175.1331,6135.277354,3,3,4,3,4,4,4,3
0,0,1,81,0,0,0,0,0,0,0,5.607595,9,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,60.70517,165.0182,5331.216027,6,5,6,3,3,5,4,4
0,0,0,63,0,1,0,0,0,0,0,13.38781,13,3,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,59.50718,107.4806,5099.866817,4,5,5,2,3,5,4,4
0,1,0,45,0,0,0,0,1,0,0,11.28389,10,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,57.56766,125.0073,4968.328024,4,4,5,3,3,4,4,4
0,0,3,85,0,0,0,1,0,0,0,17.55118,12,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,63.76818,149.9483,5398.347301,2,3,3,3,4,2,2,5
0,0,1,27,0,1,0,0,0,0,0,8.999013,12,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,67.64041,159.9794,6308.665694,4,5,3,3,4,2,5,3
1,0,2,60,1,0,0,0,0,0,0,11.34653,12,3,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,66.04097,222.6362,5972.423634,3,3,2,4,4,3,3,3
0,1,4,84,0,0,0,1,1,0,0,13.93978,11,3,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,45.54189,194.9699,4164.277154,4,4,5,3,3,4,2,3
0,1,1,29,0,0,0,0,0,0,0,8.49259,11,2,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,61.50313,162.4713,5419.934519,5,5,4,4,4,4,4,3
0,0,1,39,0,0,1,0,1,0,0,10.57648,10,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,67.39149,197.6288,6182.666346,3,2,3,3,4,3,3,3
1,0,1,57,0,1,0,0,0,0,0,6.824724,11,2,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,58.32931,127.482,4862.320826,3,3,4,3,4,3,1,4
0,1,1,25,0,0,0,0,1,0,0,12.05531,11,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,57.74783,147.4421,5082.031319,2,3,3,5,4,3,3,2
1,0,0,59,0,1,0,0,0,0,0,10.65683,15,2,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,65.78,232.652,6054.367041,4,6,4,3,4,4,3,5
1,0,3,68,0,0,0,1,0,0,0,11.52485,11,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,38.28807,169.9671,3491.783586,3,3,3,4,4,4,5,6
0,0,2,81,0,0,0,1,0,0,0,7.536421,11,2,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,69.51253,162.447,6322.708205,4,5,3,4,2,4,4,6
0,1,0,89,0,0,1,0,1,0,0,16.4535,17,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,39.01296,139.9568,3382.423508,3,3,3,3,3,3,3,5
1,0,2,34,0,0,0,0,0,0,0,7.470028,16,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,51.55857,139.9875,4899.179172,2,4,3,3,4,2,3,3
0,0,2,60,0,0,1,0,1,0,0,15.17395,9,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,70.65651,124.9781,5981.238779,5,4,5,4,4,5,4,3
1,0,3,21,0,0,1,0,1,0,0,15.72313,11,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,68.1383,200.1323,6769.093084,4,4,4,4,3,3,3,3
0,0,0,71,0,0,0,1,1,0,0,13.76037,12,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,63.59925,139.9816,5559.919752,4,4,6,5,3,3,5,2
0,0,3,52,0,1,0,0,0,0,0,14.37339,16,3,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,38.54459,192.4404,3601.393455,3,3,1,2,3,3,2,3
0,1,0,25,1,0,0,0,0,0,0,4.289739,14,2,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,57.08448,107.482,5247.947941,2,2,3,4,2,2,4,3
1,0,3,81,0,1,0,0,1,0,0,4.071444,11,1,2,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,67.11808,117.4872,6071.058616,3,4,3,3,4,4,3,3
0,0,0,50,0,0,0,1,1,0,0,12.39145,6,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,68.68481,207.6094,6127.79877,5,3,3,4,2,4,5,5
0,1,1,69,0,0,1,0,1,0,0,12.0769,11,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,69.78436,137.4392,5924.920176,3,3,3,5,3,4,3,4
1,0,2,49,0,1,0,0,0,0,0,11.69753,13,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,65.41235,197.5169,5910.47033,3,4,3,3,2,3,3,4
1,0,1,28,0,0,1,0,0,0,0,7.337078,12,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,66.63528,127.4421,6131.622551,3,3,5,3,4,3,3,2
1,0,0,75,1,0,0,0,0,0,0,14.82937,10,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,71.08539,149.9778,5911.716831,3,3,3,2,5,2,3,3
0,1,1,52,0,0,0,1,0,0,0,5.217412,11,2,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,59.01535,149.9483,5055.536874,3,2,2,2,4,2,2,3
0,1,0,70,0,1,0,0,1,0,0,11.82086,15,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,51.17826,112.4551,4205.731492,4,4,4,3,3,4,4,4
0,1,1,43,0,0,0,0,1,0,0,9.058356,17,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,69.05558,222.6143,6723.72149,4,3,4,4,2,4,4,1
1,0,0,37,0,0,1,0,1,0,0,7.885518,19,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,68.03309,222.6792,6349.320467,5,5,4,3,3,6,4,4
0,1,3,24,0,0,1,0,1,0,1,16.1971,11,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,41.8312,187.6094,4518.564,6,5,4,4,3,4,3,5
0,1,0,72,0,0,0,0,1,0,0,9.172161,9,3,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,62.84931,102.4746,5249.465143,4,3,4,3,4,3,2,3
0,1,7,46,1,0,0,0,0,0,0,13.11159,13,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,70.73353,124.9643,6024.265777,3,3,3,3,5,2,3,3
0,1,0,38,1,0,0,0,0,0,0,11.03118,18,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,58.67143,220.1185,5303.936549,4,4,3,4,4,3,6,2
0,1,9,22,0,0,0,0,1,0,0,8.510764,10,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,62.65335,114.9838,5678.725935,3,4,4,2,3,4,4,3
0,1,4,89,0,1,0,0,1,0,0,10.42188,9,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,62.79035,127.5067,5401.505392,4,3,4,5,4,3,4,3
0,1,1,45,0,0,0,0,1,0,0,7.925637,14,1,2,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,59.60867,182.4676,5326.92968,5,3,4,2,4,3,1,6
0,1,8,60,0,0,0,1,1,0,0,13.44192,13,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,60.99804,235.1591,5876.124132,3,4,3,1,5,3,3,3
0,1,4,41,1,0,0,0,0,0,1,8.006363,10,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,39.61469,175.1331,3851.447958,1,2,2,5,2,2,3,3
1,0,8,34,0,1,0,0,1,0,0,11.46918,10,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,58.54353,130.0244,5432.197233,4,5,2,4,3,5,2,2
0,0,0,85,0,0,0,0,0,0,0,6.473077,13,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,60.81561,242.6281,5500.343313,4,4,5,3,4,3,3,5
